name,accuracy,log_loss,brier,f1_macro,auc_ovr_macro
baseline_market_implied,0.5157894736842106,0.9970524404582166,0.5921429620134057,0.3845659539665849,0.6692004653105553
random_forest,0.48947368421052634,1.0203968570399915,0.6076325349096189,0.44846396784381276,0.6456042965691904
logistic,0.49473684210526314,1.0387836264635155,0.6173095777846553,0.4648643185053564,0.6450594108121235
baseline_class_prior,0.37894736842105264,1.099307142755513,0.6693515215998822,0.183206106870229,0.5
xgboost,0.5131578947368421,1.1062365384370665,0.6427426934242249,0.42765379689233923,0.6273368104823347
baseline_always_home,0.37894736842105264,22.38500578903065,1.2421052631578948,0.183206106870229,0.5
